SERIE_NAME,END_DATE,START_DATE,SERIE_CODE,DATAGROUP_CODE,FREQUENCY_STR
Altın(Milyon ABD Doları),1/11/2019,12/25/1987,TP.AB.C1,bie_abres2,HAFTALIK(CUMA)
Merkez Bankası Brüt Döviz Rezervleri(Milyon ABD Doları),1/11/2019,12/25/1987,TP.AB.C2,bie_abres2,HAFTALIK(CUMA)
Altın (Milyon ABD Doları),11/1/2018,1/1/1981,TP.AB.B1,bie_abreserv,AYLIK
Döviz Varlıkları (Milyon ABD Doları),11/1/2018,1/1/1981,TP.AB.B2,bie_abreserv,AYLIK
Bankalar Muhabir Mevcudu ve Efektif Kasası (Milyon ABD Doları),11/1/2018,1/1/1981,TP.AB.B3,bie_abreserv,AYLIK
Resmi Rezerv Varlıklar (Milyon ABD Doları),11/1/2018,1/1/1981,TP.AB.B4,bie_abreserv,AYLIK
Muhabir Açıkları(Milyon ABD Doları),7/1/2018,1/1/1981,TP.AB.B5,bie_abreserv,AYLIK
Toplam Rezerv (Milyon ABD Doları),11/1/2018,1/1/1981,TP.AB.B6,bie_abreserv,AYLIK
1-PARA TABANI (a+b+c)(Bin TL),1/11/2019,1/4/2002,TP.AB.N01,bie_abstc2,HAFTALIK(CUMA)
1a-Emisyon(Bin TL),1/11/2019,1/4/2002,TP.AB.N02,bie_abstc2,HAFTALIK(CUMA)
1b-TL Zorunlu Karşılıklar(Bin TL),1/11/2019,1/4/2002,TP.AB.N03,bie_abstc2,HAFTALIK(CUMA)
1c-Serbest Tevdiat(Bin TL),1/11/2019,1/4/2002,TP.AB.N04,bie_abstc2,HAFTALIK(CUMA)
2-NET DIŞ VARLIKLAR (A+B+C)(Bin TL),1/11/2019,1/4/2002,TP.AB.N05,bie_abstc2,HAFTALIK(CUMA)
2A-Net Uluslararası Rezervler (1+2+3)(Bin TL),1/11/2019,1/4/2002,TP.AB.N06,bie_abstc2,HAFTALIK(CUMA)
2A1-Brüt Döviz Rezervleri(Bin TL),1/11/2019,1/4/2002,TP.AB.N07,bie_abstc2,HAFTALIK(CUMA)
2A2-Brüt Uluslararası Yükümlülükler(Bin TL),1/11/2019,1/4/2002,TP.AB.N08,bie_abstc2,HAFTALIK(CUMA)
2A2a-Bankaların Döviz Mevduatı(Bin TL),1/11/2019,1/4/2002,TP.AB.N09,bie_abstc2,HAFTALIK(CUMA)
2A2b-IMF(Bin TL),1/11/2019,1/4/2002,TP.AB.N10,bie_abstc2,HAFTALIK(CUMA)
2A2b1-Kullanımlar(Bin TL),4/28/2017,5/31/2002,TP.AB.N101,bie_abstc2,HAFTALIK(CUMA)
2A2b2-SDR Tahsisatı(Bin TL),1/11/2019,5/31/2002,TP.AB.N102,bie_abstc2,HAFTALIK(CUMA)
2A2c-Diğer Yükümlülükler(Bin TL),1/11/2019,1/4/2002,TP.AB.N11,bie_abstc2,HAFTALIK(CUMA)
2A3-Net Vadeli (Forward) İşlemler(Bin TL),1/11/2019,1/4/2002,TP.AB.N12,bie_abstc2,HAFTALIK(CUMA)
2B-Orta Vadeli Dış Krediler (net)(Bin TL),1/11/2019,1/4/2002,TP.AB.N13,bie_abstc2,HAFTALIK(CUMA)
2C-Diğer (TCMB tar.depo.hariç)(Bin TL),1/11/2019,1/4/2002,TP.AB.N14,bie_abstc2,HAFTALIK(CUMA)
3-NET İÇ VARLIKLAR(Bin TL),1/11/2019,1/4/2002,TP.AB.N15,bie_abstc2,HAFTALIK(CUMA)
3A-Hazine Boçları(Bin TL),1/11/2019,1/4/2002,TP.AB.N16,bie_abstc2,HAFTALIK(CUMA)
3Aa-Bankamız Portföyü(Bin TL),1/11/2019,1/4/2002,TP.AB.N17,bie_abstc2,HAFTALIK(CUMA)
3Aa-a-5 Kasım 2001 Öncesi DİBS(Bin TL),1/11/2019,1/4/2002,TP.AB.N18,bie_abstc2,HAFTALIK(CUMA)
3Aa-b-İkincil Piyasadan Alınan DİBS(Bin TL),1/11/2019,1/4/2002,TP.AB.N19,bie_abstc2,HAFTALIK(CUMA)
3Ab-Diğer(Bin TL),1/11/2019,1/4/2002,TP.AB.N20,bie_abstc2,HAFTALIK(CUMA)
3B-Kamu'nun TL Mevduatı(Bin TL),1/11/2019,1/4/2002,TP.AB.N21,bie_abstc2,HAFTALIK(CUMA)
3C-Döviz Olarak Takip Olunan Mevduat(Bin TL),1/11/2019,1/4/2002,TP.AB.N22,bie_abstc2,HAFTALIK(CUMA)
3D-Fonlar(Bin TL),1/11/2019,1/4/2002,TP.AB.N23,bie_abstc2,HAFTALIK(CUMA)
3E-Banka Dışı Kesimin Mevduatı(Bin TL),1/11/2019,1/4/2002,TP.AB.N24,bie_abstc2,HAFTALIK(CUMA)
3F-Bankacılık Sektörüne Açılan Nakit Krediler(Bin TL),1/11/2019,1/4/2002,TP.AB.N25,bie_abstc2,HAFTALIK(CUMA)
3G-Açık Piyasa İşlemleri (net)(Bin TL),1/11/2019,1/4/2002,TP.AB.N26,bie_abstc2,HAFTALIK(CUMA)
3H-Diğer Kalemler(Bin TL),1/11/2019,1/4/2002,TP.AB.N27,bie_abstc2,HAFTALIK(CUMA)
3I-Değerleme Hesabı(Bin TL),1/11/2019,1/4/2002,TP.AB.N28,bie_abstc2,HAFTALIK(CUMA)
3J-IMF Acil Yardım Takip Hesabı (Hazine)(Bin TL),1/11/2019,1/4/2002,TP.AB.N29,bie_abstc2,HAFTALIK(CUMA)
3K-Bankalara Verilen Depolar (TCMB)(Bin TL),1/11/2019,1/4/2002,TP.AB.N30,bie_abstc2,HAFTALIK(CUMA)
Açılan Anonim Şirket (Adet),11/1/2018,1/1/2010,TP.AC2.ANO.A,bie_ackap2,AYLIK
Açılan Anonim Şirket (Sermaye TL),11/1/2018,1/1/2010,TP.AC2.ANO.S,bie_ackap2,AYLIK
Açılan Kollektif Şirket (Adet),10/1/2018,1/1/2010,TP.AC2.KOL.A,bie_ackap2,AYLIK
Açılan Kollektif Şirket (Sermaye TL),10/1/2018,1/1/2010,TP.AC2.KOL.S,bie_ackap2,AYLIK
Açılan Komandit Şirket (Adet),5/1/2018,12/1/2010,TP.AC2.KOM.A,bie_ackap2,AYLIK
Açılan Komandit Şirket (Sermaye TL),5/1/2018,12/1/2010,TP.AC2.KOM.S,bie_ackap2,AYLIK
Açılan Kooperatif (Adet),11/1/2018,1/1/2010,TP.AC2.KOP.A,bie_ackap2,AYLIK
Açılan Limited Şirket (Adet),11/1/2018,1/1/2010,TP.AC2.LTD.A,bie_ackap2,AYLIK
Açılan Limited Şirket (Sermaye TL),11/1/2018,1/1/2010,TP.AC2.LTD.S,bie_ackap2,AYLIK
Açılan Toplam (Adet),11/1/2018,1/1/2010,TP.AC2.TOP.A,bie_ackap2,AYLIK
Açılan Toplam (Sermaye TL),11/1/2018,1/1/2010,TP.AC2.TOP.S,bie_ackap2,AYLIK
Kapanan Anonim Şirket (Adet),11/1/2018,1/1/2010,TP.KAP2.ANO.A,bie_ackap2,AYLIK
Kapanan Kollektif Şirket (Adet),11/1/2018,1/1/2010,TP.KAP2.KOL.A,bie_ackap2,AYLIK
Kapanan Komandit Şirket (Adet),11/1/2018,1/1/2010,TP.KAP2.KOM.A,bie_ackap2,AYLIK
Kapanan Kooperatif (Adet),11/1/2018,1/1/2010,TP.KAP2.KOP.A,bie_ackap2,AYLIK
Kapanan Limited Şirket (Adet),11/1/2018,1/1/2010,TP.KAP2.LTD.A,bie_ackap2,AYLIK
Kapanan Toplam (Adet),11/1/2018,1/1/2010,TP.KAP2.TOP.A,bie_ackap2,AYLIK
A1.İhale Yoluyla Fonlama,1/21/2019,1/3/2011,TP.APIFON1.IHA,bie_apifon,İŞ GÜNÜ
"A2a.BİST O/N Repo, Kotasyon Repo, Piyasa Yapıcı Repo",1/21/2019,4/8/2011,TP.APIFON1.KOT.A,bie_apifon,İŞ GÜNÜ
A2b.TL Depo,1/21/2019,10/26/2011,TP.APIFON1.KOT.B,bie_apifon,İŞ GÜNÜ
"A2c.GLP Depo, GLP Repo",1/21/2019,3/31/2015,TP.APIFON1.KOT.C,bie_apifon,İŞ GÜNÜ
A2.Toplam Kotasyon Yoluyla Fonlama,1/21/2019,4/8/2011,TP.APIFON1.KOT.T,bie_apifon,İŞ GÜNÜ
A.Toplam Fonlama (A1+A2),1/21/2019,1/3/2011,TP.APIFON1.TOP,bie_apifon,İŞ GÜNÜ
B1.İhale Yoluyla Sterilizasyon,1/21/2019,1/8/2018,TP.APIFON2.IHA,bie_apifon,İŞ GÜNÜ
B2.Kotasyon Yoluyla Sterilizasyon,1/21/2019,1/3/2011,TP.APIFON2.KOT,bie_apifon,İŞ GÜNÜ
B.Toplam Sterilizasyon (B1+B2),1/21/2019,1/3/2011,TP.APIFON2.TOP,bie_apifon,İŞ GÜNÜ
TCMB Net Fonlama (A-B),1/21/2019,1/3/2011,TP.APIFON3,bie_apifon,İŞ GÜNÜ
TCMB Ağırlıklı Ortalama Fonlama Maliyeti,1/21/2019,1/3/2011,TP.APIFON4,bie_apifon,İŞ GÜNÜ
I.MEVDUAT BANKALARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L001,bie_bftukkre,HAFTALIK(CUMA)
I.A.TÜKETİCİ KREDİLERİ VE KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L002,bie_bftukkre,HAFTALIK(CUMA)
I.B.TÜKETİCİ KREDİLERİ VE BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L003,bie_bftukkre,HAFTALIK(CUMA)
I.C.TÜKETİCİ KREDİLERİ (TL+YP)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L004,bie_bftukkre,HAFTALIK(CUMA)
I.C.1.Konut(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L005,bie_bftukkre,HAFTALIK(CUMA)
I.C.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,10/12/2007,TP.BFTUKKRE.L006,bie_bftukkre,HAFTALIK(CUMA)
I.C.2.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L007,bie_bftukkre,HAFTALIK(CUMA)
I.C.3.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L008,bie_bftukkre,HAFTALIK(CUMA)
I.D.DÖVİZE ENDEKSLİ KREDİLER (Bilgi için)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L009,bie_bftukkre,HAFTALIK(CUMA)
I.D.1.Konut(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L010,bie_bftukkre,HAFTALIK(CUMA)
I.D.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,10/12/2007,TP.BFTUKKRE.L011,bie_bftukkre,HAFTALIK(CUMA)
I.D.2.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L012,bie_bftukkre,HAFTALIK(CUMA)
I.D.3.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L013,bie_bftukkre,HAFTALIK(CUMA)
I.E.TÜKETİCİ KREDİLERİ (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L014,bie_bftukkre,HAFTALIK(CUMA)
I.E.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L015,bie_bftukkre,HAFTALIK(CUMA)
I.E.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L016,bie_bftukkre,HAFTALIK(CUMA)
I.E.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L017,bie_bftukkre,HAFTALIK(CUMA)
I.F.DÖVİZE ENDEKSLI KREDİLER(Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L018,bie_bftukkre,HAFTALIK(CUMA)
I.F.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L019,bie_bftukkre,HAFTALIK(CUMA)
I.F.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L020,bie_bftukkre,HAFTALIK(CUMA)
I.F.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L021,bie_bftukkre,HAFTALIK(CUMA)
I.G.TAKSİTLİ TİCARİ KREDİLER VE KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L022,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.TAKSİTLİ TİCARİ KREDİLER (TL + YP)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L023,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.a.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L024,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.b.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L025,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.c.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L026,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.a.TAKSİTLİ TİCARİ KREDİLER TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L027,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.aa.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L028,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.ab.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L029,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.ac.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L030,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.b.DÖVİZE ENDEKSLİ (Bilgi için)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L031,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.ba.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L032,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.bb.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L033,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.bc.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L034,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.c.TAKSİTLİ TİCARİ KREDİLER YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L035,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.ca.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L036,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.cb.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L037,bie_bftukkre,HAFTALIK(CUMA)
I.G.1.cc.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L038,bie_bftukkre,HAFTALIK(CUMA)
I.H.1.TAKSİTLİ TİCARİ KREDİLER TL (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L039,bie_bftukkre,HAFTALIK(CUMA)
I.H.1.a.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L040,bie_bftukkre,HAFTALIK(CUMA)
I.H.1.b.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L041,bie_bftukkre,HAFTALIK(CUMA)
I.H.1.c.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L042,bie_bftukkre,HAFTALIK(CUMA)
I.H.2.DÖVİZE ENDEKSLI (Bilgi için)(Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L043,bie_bftukkre,HAFTALIK(CUMA)
I.H.2.a.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L044,bie_bftukkre,HAFTALIK(CUMA)
I.H.2.b.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L045,bie_bftukkre,HAFTALIK(CUMA)
I.H.2.c.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L046,bie_bftukkre,HAFTALIK(CUMA)
I.H.3.TAKSİTLİ TİCARİ KREDİLER YP (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L047,bie_bftukkre,HAFTALIK(CUMA)
I.H.3.a.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L048,bie_bftukkre,HAFTALIK(CUMA)
I.H.3.b.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L049,bie_bftukkre,HAFTALIK(CUMA)
I.H.3.c.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L050,bie_bftukkre,HAFTALIK(CUMA)
I.I.KREDİ KARTLARI (Bireysel + Kurumsal)(TL+YP)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L051,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L052,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L053,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L054,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L055,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L056,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L057,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.aa.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L058,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.ab.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L059,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L060,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.ba.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L061,bie_bftukkre,HAFTALIK(CUMA)
I.I.1.bb.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L062,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.KREDİ KARTLARI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L063,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.a.TL (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L064,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.aa.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L065,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.ab.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L066,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.ac.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L067,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.b.YP (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L068,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.ba.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L069,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.bb.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L070,bie_bftukkre,HAFTALIK(CUMA)
I.I.2.bc.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L071,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.BİREYSEL KREDİ KARTLARI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L072,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.a.TL (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L073,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.aa.TAKSİTLİ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L074,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.aa.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L075,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.aa.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L076,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.aa.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L077,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ab.TAKSİTSİZ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L078,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ab.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L079,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ab.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L080,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ab.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L081,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.b.YP (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L082,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ba.TAKSİTLİ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L083,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ba.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L084,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ba.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L085,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.ba.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L086,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.bb.TAKSİTSİZ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L087,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.bb.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L088,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.bb.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L089,bie_bftukkre,HAFTALIK(CUMA)
I.I.3.bb.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L090,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L091,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L092,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.aa.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L093,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.ab.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L094,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L095,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.ba.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L096,bie_bftukkre,HAFTALIK(CUMA)
I.I.4.bb.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L097,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.KURUMSAL KREDİ KARTLARI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L098,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.a.TL (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L099,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.aa.TAKSİTLİ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L100,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.aa.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L101,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.aa.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L102,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.aa.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L103,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ab.TAKSİTSİZ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L104,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ab.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L105,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ab.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L106,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ab.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L107,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.b.YP (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L108,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ba.TAKSİTLİ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L109,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ba.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L110,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ba.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L111,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.ba.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L112,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.bb.TAKSİTSİZ(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L113,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.bb.1.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L114,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.bb.2.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L115,bie_bftukkre,HAFTALIK(CUMA)
I.I.5.bb.3.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L116,bie_bftukkre,HAFTALIK(CUMA)
